date,Timestamp,reviews,star,response
"Apr 11, 16 12:40",11/04/16,"Hlo friends state bank of patiala branch of SBI( stete bank of india)

its goverment approved bank

in the bank the employees like manager sub manger casiher all are okd age people they dnt work proprly

people are too much angry or confused which is joined account in the bank

once I goes at bank for take money in bank so its says that signature does not match

its not varify go to head

go to casiher

so I take round in bank many times in day so I tired for do this

if u wanna account in bank u can join other bank

dont join State banks",3,0
"Apr 14, 16 11:21",14/04/16,"Hello guys today am going to reveal few facts about this bank litrally I didnt see such a this kind of worst bank in india.

The employees are very rude with customers if any one ask to employee about something they are answering very rude and irresposible even they dont that how yo speak with customers.

Let me explain about this bank service from three months there is no cash in ATMs in our local place manager also irresponsible person the servise is horrible I really un satisfied with this bank.",1,-2
"Apr 17, 16 10:36",17/04/16,"I had visited this bank for opening an account. But it was really a bad experience for me. The staff here is not very polite and are not interested in any customers. On asking forms they gave it after half an hour. Even they were very rude.

They don't even explain the various plan going on like Fixed Deposits and others. The office space is also not proper. Even there is no working AC. The staff are very less and they are always busy and never punctual. The charges of internet banking and debit is very high compared to other banks. Their services is also very slow. I just suggest not to open an account in this bank.",2,-1
"Apr 26, 16 12:24",26/04/16,"Nothing is good to say about State bank of mysore. It like government office where no one cares you or gives respect or least concerned. They dont care if to loss a customer.

And you can't even irder the replacement Debit card though phone banking which is kind if stupid. If you lost or ur card is broken you have to visit the bank give a letter of new card after that go to collect another day then after a week you have to go again to collect password. ARE WE LIVING IN 80'S?",1,-2
"Apr 27, 16 6:40",27/04/16,"State bank of patiala is a superb bank to open an account.State Bank of Patiala gives high rates on the savings from other banks.there is an easy procedure to open account in the bank u dont have to worry about that.

Staff is realy corporative and nice to deal with.They are not lazy as you found on the other banks.so in terms of customer support you won't fill any laggyness.

The best thing about the state bank of patiala is it's net banking experience, they have updated a new term Quick transfer which is awesome u dont have to add a beneficiary to transfer money to inter bank, Payment will be transfered within half an hour which is realy superb.",4,1
"Apr 28, 16 12:46",28/04/16,"No words to describet this pathetic worst bank  State bank of Mysore, Chickpet Branch . This Bank and its Manager,  particularly its branch of Chickpet has no competator in worst categories of banks branches and managerial qualities . It is undoubtly the worst Bank Branch in india and one amongst the in the world .Indian government offices after Modiji government has improved apart from this Branch . They dont care if to loss a customer. There incumberent charges are way higher than any bank in india . This Bank is not for poor and middle class people and above all they are not fit for higher class people . hence forth they should not waste power, space, paper, etc and should be shut down without any hesitation .They charge in accounts ananimosly without any intimation .

And, above all opening an account here in this Branch of Chickpet is a Biggest Challenge . Atleast, they are doing right thing by doing this because first impression is the best impression and saving people with further harrassment by there so called service . Anyone who does not believe this review can test themself by having this wonderful experience in the one and only State Bank of Mysore, Chickpet Branch .",1,-2
"May 4, 16 6:03",04/05/16,"Hydrabad  is the city were the state bank is located.The criteria of this bank is not good at all.I had a account in this bank of hydrabad branch.As I experianced from this bank is it does not gives best interest on saving accounts compare to other banks.

Workers do not response or cares of the account holders.Very worst bank ever I had seen.",2,-1
"May 4, 16 12:33",04/05/16,"Hii

I feel frustated while writing this review. The SBH banks are some what good but they are time taking banks where the staff do their work very slowly and relaxing while doingbthe work. They stop us on queue and do other work makimg the customers waiting for a long time.

Not only banks, tha ATMs are the worst things that SBH banks have.

They dont have cash in the banks. If the cash is kept the atm machine itself stops working. The cash deposit machines work when they like. People just avoided using those ATMs and CDM machines.

Its better you also avoid having account in this type of banks.

Thank you.",2,-1
"May 5, 16 10:38",05/05/16,"Karnataka.

He is describing modi's Mudra scheme as "" Aliya alla magala Ganda"". Ministers come & go.They will create different names, but all loans are same. If you have RTC or any security then give me.Other wise cant give loan.This response after 3 month of continuous try for the loan. Also gave assurity from Head miss of the school. she is having Home loan in sbm.

I request with SBM Head office members to put Young & Talented manager to SBM, puttur, karnataka branch to serve people good.

Worst experience from sbm branch.Mudra is not working in Puttur, Karnataka.No manager supports. Someone should fight for this.Warm blooded people.",1,-2
"May 13, 16 1:49",13/05/16,"I am a well satisfy consumer of state Bank of Bikaner & Jaipur.

When I want to open my account with bank. Then I asked for best bank.

My friend recommend me to go with SBBJ.

Then I firstly realise about the bank that how careful and good customer services are there.

Its a government bank but realy it works good.

Government regulation are there to fully control it.

So without any doubt go with SBBJ. Its fund providing polices are also lowest.",4,1
"May 24, 16 8:46",24/05/16,"State Bank Of Patiala Which Is Approved BY Governmnent.It Is Known As Governmnent Bank Also.The ATM FacilitY Of Bank Is VerY Quick And Responsive BuT The Staff Members Or EmploYes Of The State Bank Of Patiala Are Not Responsive To Their Customers.TheY Listen Our Problem CarefullY But Cant Take The Action QuicklY.Which Is VerY Worst Part Of State Bank Of Patiala.

This Problem Takes VerY Bad Impression On Customers.ThankYou.",3,0
"Jun 1, 16 9:06",01/06/16,"I have been charged multiple times for Sms service with in the last two month, Then there was a credit interest and AC charges and so on, so finally when I called up to the customer

service in order to understand about their so called service charges or hidden charges whatsoever.Much to my surprise they do not have any idea or answer for why am being

charged, They keep saying that they are sorry and I was asked to contact the branch, if I should travel more than 100 km to reach my branch in order to get a piece of information every time, then what is the use of 24/7 customer service?So now its clear that I have to

roam around all these places to find out the Proper reason until then they will continue this loot.SBT.Pathetic.",1,-2
"Jun 14, 16 11:16",14/06/16,"Last week I want to send money to an account in SBH very urgent.I tried my best to see that my request will be processed very soon.First I tried to try it with cash deposit machine.I was shocked to see the queue outside the ATM, Still I waited for my turn and wasted hour to see that the machine is out of order.Then I went to SBH branch to deposit it, there also I failed to see any customer support and when my turn came to deposit the money, the cashier lady told me that they are taking only branch receipts, other branch go to the cash deposit machine.I was fed up with these reply and situation in the bank so I went straight to online money transfer and made the money deposited in the account in just few minutes .And also they charge very less fees to transfer unlike banks where they charge heavily even if the amount is less.",2,-1
"Jun 27, 16 1:47",27/06/16,"I opened my account in shop last year for my personal banking.

it was ok but then I went to their nearest branch because I wanted to activate net banking on my account as it was required urgently.

On the first day they give me a kit for internet banking and said. it will be activated in 24 hours. After 30 hours I tried to login but it was saying invalid password or username. Then I waited for one more day. Then again went to branch. They said oh we forgot to activate your account.",1,-2
"Jul 5, 16 5:44",05/07/16,"Hi Guys I gonna share my personal experience with this bank employees in my review

First of all Its employees are not very helpful and they take too much time to get things done

What happened with me is that I wanted to do entry of my account one day and I went to the bank to do so, Then I approached the mam for it and she took my passbook and sticked some barcode on it and told me to do entry on machine they set up which was her job and so I went to the machine and guess what the idiot machine screwed me up and wasted my pages of passbook and then I went the mam, She blamed me for this and complained about me to her seniour employee then we got into a fight which was not my fault, At last I said this to my own mind.""seriously that mam did this to simply save a entry effort""

Well now you can rate this bank",2,-1
"Jul 10, 16 2:51",10/07/16,"State Bank Rewardz is a Loyalty Program launched for State Bank Group Debit Card customers. At State Bank Rewardz . State Bank Rewardz is State Bank Group's Loyalty Program for State Bank Debit Card holders. The program rewards . - And so, we give you special reward points every time you use your SBI Credit Card. . Every time you use your SBI Card to shop, travel and dine or more, you earn rewards points on the amount you spend. You can redeem your reward points for gift vouchers, electrical appliances .",4,1
"Jul 15, 16 11:35",15/07/16,"The employees working there also very good nature. They always aims for customer satisfaction. I like this bank very much because its branches are located everywhere in our state. thus it becomes easy to make transaction's.In this bank atm are available anywhere and this they provide netbanking, mobile banking latestly he introduced e bank for easily transfer the money from one account to another account.In this bank the employees are in good in nature and for every tranctions we will get message.This is a good bank to create new account.",5,2
"Aug 9, 16 6:09",09/08/16,"State bank of india is best in india and the services of bank and they support to us super, and they are impliments of net banking and atm services does't possible by any other banks.

And its mobile banking and internet banking are very useful to every customer of state bank of hyderabad and most important thing is the internet banking is with high scurity passwords and login page also in internet banking we have a fecility of if we loggin to that then that show that when we are last loggin to that net banking.",4,1
"Aug 14, 16 1:08",14/08/16,Service provided by the state bank of bikaner and jaipur is can termed as awesome. Their customer service is reliable and customer can trust the bank. State bank of bikaner and jaipur did not provide the services like the private bank but the thing that matter is reliability. Im a customer of it and im satisfied.,5,2
"Aug 24, 16 12:17",24/08/16,"State Bank of Hyderabad is known for its customer support and user friendly process of bank paper works. Good to join easy and simple paper work which can we do alone without anyones help. Simple to take loans such as car loans, home loans and gold loans are also available. We can open an account very easily in this bank. It available all over India. Main branch etabulished in Hyderabad. Good for all",5,2
"Aug 28, 16 7:40",28/08/16,State bank of patiala is good bank I am opening my credit card in state bank of patiala in 2010 branch khatima uttrakhand good staff in this branch but atm service is very bad no atm near my branch this bank is not good for saving accounts internet banking is good phone banking is not good for all well you wil join this bank then I say please stop,3,0
"Sep 2, 16 11:04",02/09/16,"I done a job in online for just months and earned 6500rupees.In the first month the online website was credited the money of 1500rupees in my state bank of hyderabad account which was provided my me.In first month I received the money in my bank account.After 2months, the website has released the money of5000rupees to my bank account.But at this time, the money was not credited.i consulted the bajnk also.They were repling me that there is no transactions associated with this account.Then I enquired with mouthshut support team.thery were saying the same thing, the money transfer was already done.then I asked the transaction no.The mouthshut team was not replied then oneards.I unable to understand this fraud belongs tosbh or website.I waited for other 30days also.Still my money is not credited.I lost my 5000rupees.Except that all features of sbh are good.But some delay in transactions.Once I recharged my mobile with my sbh debit card.The transaction was failure, but the money was debited.I consulted the bank after 7days.They told me thnat the money will credit it othe next 2days.I waited.Then also I did not received my money.I simply went to bank and asked the3 bank management, then immediately they credited the amount.This is the delay.Without asking them, they dont responds to our problems.",1,-2
"Sep 23, 16 8:08",23/09/16,"My exeprience with Sbbj they have lot, s of costmer in sbbj specilly goverment employes and student type account are there so defntly sbbj branch in daily working in hard and problam are creater there

I have account on sbbj when I draw some cash in bank bcoz my atm is not made so I can went withdraw in bank There are long lines of people engaged when I was 18 years then I decied to make my atm

I fill my atm form in sbbj branch and I was submit my form with my id proof when you fill your application then 15 days your atm is reach your address this is sbbj policy and not reach them 30 days going back bank

but after 20 days my atm is not reach my address so I decied to went bank and I approch bank then I talk to staff but staff is say your atm is approved few days reach your house At the time, I go to where I come from

after few my atm is not reach my address then I decied to again going and meat staff after 31 days he gives me register Which was named the ATM came again I search my name but still not my name

then I talk to staff he gives my parsal number and say going to post office then I was going give parsal number in post office he was search but parsal is not come in post office then I was also go bank but he told me wait some days and say some days your atm is reach your address otherwise you took your atm here this is my exeprince with sbbj

I reallt not satisfied WITH sbbj",1,-2
"Sep 28, 16 12:54",28/09/16,"State Bank of Hyderabad was established as Hyderabad State Bank on 8th August 1941. State Bank of Hyderabad is friendly bank it gives so many financial services to the customers. SBH gives loans on Car, Home, Education, and Personal loans. This is working under Government of India. This is not Private sector Bank, this is Govt. undertaken bank. This bank is providing different types of services like Phone Banking, SMS Alerts, Net Banking to the customers. State Bank of Hyderabad Bank is maintaining 2000 Branches. SBH is one of the Associate Bank of State Bank of India(SBI). The SBH Bank has providing good paper works. This SBH is fully computerized Bank. Compare with the other banks this bank is charge low interest rates on the Home loans.

There are sufficient security for deposits and sufficient security for banking transactions. This is very famous Bank in Telangana. Some times the bank staff are rude and some times they are clearly explain about the our doubts. The staff should be cooperate to the customers and the bank staff should inform new things to the every customers this is very useful to bank and customers. I like the services of the SBH. The SBH bank has to improve in account opening form the account opening form should be very simple and clear. Not only SBH Bank every bank has to improve in some sectors.",4,1
"Oct 2, 16 11:47",02/10/16,This bank is one of the best ever green bank . Always they are not ready break the rules and regulation .lots of rules some time this type of rules irand good iritating the customers . But one of the best service maintenance bank and assurance bank and they catch the good scheemes in central government . Good response but some time feese is more than others and we come to in share market and who can loves share market think it first . Response is good they pls use always this bank atm card every where you have a lots of discounts and offers always .,5,2
"Oct 20, 16 4:36",20/10/16,"This bank is one of the best ever green bank . Continuously they are not prepared break the guidelines and direction .heaps of standards some time this sort of tenets irand great iritating the clients . Yet, one of the best administration support bank and affirmation bank and they get the great scheemes in focal government . Great reaction yet some time feese is more than others and we come to in share market and who can cherishes share showcase think it first . Reaction is great they pls utilize dependably this bank atm card wherever you have a heaps of rebates and offers dependably",4,1
"Oct 22, 16 8:16",22/10/16,"STATE BANK OF PATAILA IS ONE OF THE BEST BANK IN INDIA I AM FEELING VERY HAPPY AFRER OPENING ACCOUNT IN THIS BANK BECAUSE TIS BANK HAS MANY FACILITIES LIKE PROVVIDING DEBIT CARD , C3EDIT CARD , LOANS , FIXED DEPOSIT , RECURING DEPOSIT EDUCATION LOAN , INTERNET BANKING ETC AND THE STAFF OF BANK WAS ALSO GOOD AND FRIENDLY THEY HELP ME EVERY TIME WHEN I GO TO BANK THERE IS ALSO IVR SERVICE OF THIS BANK WHICH HELP VERY MUCH IF YOU ARE THINKING TO OPENING AN ACCOUNT THEN THIS IS ONE OF THE BEST BANK ALL S3RVICES WERE GOOD",5,2
"Oct 26, 16 12:11",26/10/16,"I called to Nuzvid branch regarding my bank statement clarification. I got 11000 as a outstanding loan instead of 6000, so I called for the same. One lady pick up my call she doesn't know how to speak and how to respond to the customers. She is very rude on call. I told to her regarding my bank statement. she spoke to me very rudly without knowing my concern, I told her in my net banking I saw only 6k, why it was there 11k, she told to me like"" may be somebody's amount is added to you just pay it"" like that she is told.

The worst customer service.Nuzvid branch",1,-2
"Nov 10, 16 7:38",10/11/16,"Hello friends,

I am going to share my personal experience about State Bank Of Mysore. This ban is very popular bank in India. I am a employ in IT company so company is provide a salary account for my In ICICI bank. But I want to use my personal account for my future.

I am using this bank last 3 years because this bank branch near my home but I face some issue in this bank its service not good. Employ of this bank is proper help and they said wait some time, no solve problems.

If you known about net banking then use this bank because its net banking is very good. If you do not known about net banking then not for you.

Thanks.",2,-1
"Nov 17, 16 2:43",17/11/16,State bank of mysore is the best bank now am talking about my experience becouse I have also account in this bank and I am the customer in this bank since 1 year and now I was got more of good facility and services in this bank I really like this bank becouse this bank every employe are very good behaviour and friendly always guide for the customer and help for the cuatomer this bank have many branches and this bank is well design bank many more facility are offer this bnak for every customer this bank is really good,5,2
"Nov 29, 16 1:02",29/11/16,SBT the state bank is the only bank which is comparitively better in my place. But the customer service of the bank is pathetic. The bank employs behaves very harshly to the customers . They don't respect anyone and acts as though you have gone to take THEIR money from the bank! I wouldn't have opened an account there if there was other bank available near to me. All other features are better than other banks . The SMS service is also not very good. Most of the time they don't send SMS when money is deposited in the account.,2,-1
"Nov 29, 16 4:52",29/11/16,"Last Monday(21.11.2016) I'm going 2 open new account in SBT kadayanallur Branch.

I finish all my formalities& they are inform 2 me to collect passbook on Thursday,

when I go on thursday. They inform me 2 come monday.

Again I reach on Monday, they inform 2 me come Tuesday morning.

when I reach morning they told me to come afternoon 2pm.

I go there at 2pm, lady recepnist laughing and she said still we r not open your account. After that I speak 2 the incharge of d branch . he also not give proper response .

I collect my papers. I cancel my account .

I attach my form for your views

They are thinging people's we don't have work .

if they have lot of work inform 2 people collect passbook after 20days.

No.1 disaster branch& d staffs.

Yesterday(28.11.2016) morning I open my new account in IOB bank, kadayanallur branch today they gave me account passbook& they give 100% respect 2 the people.

I attach my IOB passbook pict check d account opened date.

U can see d difference between both banks

SBT kadayanallur branch disaster.& d staff make more worries to d people .",1,-2
"Dec 21, 16 2:36",21/12/16,SBM known as state bank of Mysore it is part of state banks group this mainly located in karnataka. This banks under govt banks. This bank also providing all facilities his coustmors but in this bank every have pace one problem like online banking. And debit card details they are not provided in registered mobile numbers also customer have to go home branch and collect details they told security reasons. I agreed that but every time customer can't go and atm service also have problem if u go for amt withdraw amount will deduct in your account but you dint gent any thing. After this customer have to go home branch only.,3,0
"Dec 27, 16 5:59",27/12/16,"Well this bank is associated with the India's largest bank SBI but it provides worst services

1) I opened a account in one of its branch 3 years ago and now I am just fed up with it

2) I submitted many times KYC documents in the branch but they don't update it online due to which I cannot do any transaction

3) I have filed many complaints but nothing works, the employees don't even listen to customers

3) It takes lot of time for the ATM card to issue more than 60 days to be delivered to your home

4) The bank also deducts various charges from my account without any notification. Which is really frustrating

Pros:-

1)The loan taking process is really easy and fast and helped me lot.

2) online internet banking feature is also fast as compared to other banks",2,-1
"Dec 30, 16 10:31",30/12/16,"State bank of patiala State Bank is good save money. And ues for many people is this bank.I am ues state bank and my family and relation ues this state bank. State Bank in I am used for online banking.

Online banking is so, good. I am produe of this Bank.And ues all india leavel many people ues.

One of the most state bank. I love it this state bank. Many people this state bank ues. Is very good bank.",5,2
"Dec 30, 16 11:07",30/12/16,"When talking about money than this is a good bank withno extra charges.

but when talking about customer service than it is worst.they never pay attention to any customer.they are just doing their 10-5 job by sitting in bank.i tried several times to open net banking.but they always says me that visit tomarrow",1,-2
"Jan 2, 17 4:20",02/01/17,This bank is I like and servies is good my acounts and my family and my friends accounts all so hear banks and lone stystem and cropp lones and all so good that main point is costammar resiving and servies all verry well morthen accounts saving and current and cheeks account sogood other which online system so good,4,1
"Jan 2, 17 10:26",02/01/17,"State bank of travancor main bank of kerala. I

Am an account holder in sbt for more than 14 years.it has presence all most all location in kerala. Takeing an account this bank is difficut. Bank offeciers always told they have already sufficent account , so they discourage to take account.ihave taken a housing loan from sbt. Interest for loan is compartevily good, but I have to spend high amount for documatation. Bank atm service is bad most time atms are in complient.phone banking, mobile banking is avarage.some time payment failed while paying online banking. Some cases money refund take more than 7 days.if we contact custmer care about this problum, they also give contact after 7 days if u get refund. If we lose or apply new atm , bank take charge for both atm in all time until we block one atm. No information is not given by bank about this problum.bank staff not so co operative, beceause they r very busy with their work. Any way for kerala there is no more option than sbt.",3,0
"Jan 5, 17 7:31",05/01/17,"We have loan account with SBT, chamrajpet, Bangalore. For the last 3 days I have been traveling to bank to get home loan interest certificate. But they are telling they will send the report thru email. But they dont. see how stupid employees are working in SBT. They will not understand the customers. such a way they are torturing customers. We dont want govt banks. All govt bank works to be privatized.

STUPID SBT. IT IS WASTE.",1,-2
"Jan 7, 17 6:41",07/01/17,This is a bank with totally waste procedures and fake facilities. They cheet their customers and the customer care representatives are not much customer friendly. The customer does not get the facility that they provide and it is just waste of their time.,1,-2
"Jan 7, 17 11:17",07/01/17,"In my personal experience with the state bank of travancore is not good. Mainly the coustomers service provided by the bank. Almost 1 year ago I started an savings account in that bank, they charged 30rs in every 3 months for SMS functions but I am still now not revised any SMS from the bank and also my debit card is now not working, when I got to the help desk for reissuing new debit card they give me an bad experience so I stopped using the sbt account for transferring my amounts now I am using an private bank that's really good to me.

The main problem with the state bank of travancore is that they charged money for non working functions that's really bad to an bank.",1,-2
"Jan 13, 17 7:35",13/01/17,"My salary account is in SBH Hyderabad. Still now, I have no problem with SBH. I took personal loan from SBH in tge year 2010. I am using even net banking through this bank effectively. Officers response towards account holders is fair that comes true in my case. But, with hectic work of demonetisation, they had in busy schedules to reach the customers rescue to meet the requirements of customers. I applied for ATM card in November 2016 but it could not be received upto the last of December 2016. Again I went to SBH to apply tgen only they forwarded to obtain ATM card. Now it is at me.",3,0
"Jan 16, 17 12:51",16/01/17,"I want to share my personal information about this bank. The first time, I visited this bank for a saving account two months ago but I surprise because this bank service is very poor. I wait for some time after filling the form but did not open my account. This bank employ sends me one counter to another counter. so finally, I came to my home. I want to share this message with manager of this bank and request to him, Please check employees services because many customers are very upset.

If you want to use this bank please keep some point in your mind.



Know information about the phone conversation.



Know about bank policy.",2,-1
"Jan 17, 17 3:04",17/01/17,I have saving bank account in SBBJ bank since 2010.now I am facing difficulty in activation of my internet banking log in id because I have old pass book and there is not mentioned C.I Number so for online registration C.I Number is mandatory .i visited home branch to get my Customer identification number and now I am trying to register for my internet banking id and password but now website showing that due to technical problem we can not proceed your request.only customer service is good.customer care executive are polite and always try to solve issue as fast as possible.,2,-1
"Jan 17, 17 3:43",17/01/17,"I have taken my home loan from State bank of Patiala. Although it took me 7 months for the approval but the service and the response provided by the bank was great. Documentation process was little high but the manger from the bank helped me lot.Interest rate offered was 10.15% which is normal but the processing fees they charged of Rs. 10, 000 which was little high.

Home loan interest rate is 6% on simple and got it in staff concession. 10.95% is the rate for home loan to general customers. Principal amount was fully paid and just interest rate is in pending",3,0
"Jan 19, 17 9:33",19/01/17,"This bank is a public sector bank. I have a account in this bank. The minimum deposit of normal account in this bank is rs 500 without cheque book and rs 1000 with cheque book facility. In this bank there are big crowd always. The customer service of this bank is very poor. I requested many times my issue with the account, but they did not listen me. ATM service is good of this bank. ATM of this bank is available in my area.",2,-1
"Jan 27, 17 4:21",27/01/17,"I opened account in this bank caus eit was very near by to my old house.

Even I had applied for ATM card and check book and that was delivered to me on my address and took 7 days.

Then I requested to internet banking facility then it got activated. Sometime s the server take lots of time to respond to make transaction update.

Everything is slow and steady but never wins the race. SBI ATM's available not specifically of Patiala.

If some one ask for opening an account then expression of their faces like thank God koi toh aaya.

Bad service of internet/fon banking. Staff never show courtsey to help aprt from it show attitude to the customer.",1,-2
"Jan 27, 17 11:54",27/01/17,"I have a account in this bank.state bank of patiala has a network of 1445 service outlets , including 1314 branches in all major cities of india .

but the most of branches located in the indian state of punjab, haryana, himachal pradesh, rajastan, j& k, UP, madya pradesh, delhi , gujrat and maharashtra. some of major competitors for SBP in the banking sector are SBI, AXIS BANK, ICICI BANK, PNB, BANK OF INDIA however in terms of average market share , SBP is by far largest player in the market . the bank provide easy access to money to its customers through its Atms spread over 21 states and 2 union rerritories of india .

phone banking service also availeble , away from home bills can be paid or money sent to loved ones and enquiries done anytime 24* 7 by phone banking and same in internet banking service anytime and anywhere you can use these services.

for customers there is toll free no 1800-180-2010 any quary call this no thank you everyone .",4,1
"Jan 28, 17 11:47",28/01/17,"If you are looking good e-banking service then don't use this bank.

This bank has worst internet banking service ever. I use this bank for online transaction. All was working normally. But after few days, this creating problems for me.

This take much time for benifiecry activation. You cannot neft on saturday.

You cannot use neft after6:30 pm.

We cannot transfer money more than 10000 using quick transfer. My benificry activation is pending from 5 days. This is not approved yet. Phone banking is bad. You can only check balance easily. As I told internet Banking servise is bad. Customer service is also bad. Whenever you call them they will say jsut contact your branch.

I will not recommend you SBBJ bank.",1,-2
"Jan 28, 17 12:25",28/01/17,This bank is very slow bank staff under this bank is very slow one day I apply my atm but they take very much time to provide new atm I am not really satified this bank main diadvantage of this bank is staff they wantedly work very slow they work only for salarie not for their responsibilities they dont know how to solve customer problems and they dont have any knowledge to explain customer problems I think this bank is worst service manaher also same very slow service even I complaint manager but they dont know how to behave customers atm network also very poor phone banking and internet service is not bad average,1,-2
"Jan 29, 17 3:48",29/01/17,"I have a saving account in this bank since 15 years. I use to their atm, cdm, internent banking, debit card every week.

this bank has many pros and cons, the behavior of bank officers and juniors staff is not upto the mark, they dont want to improve their skills in technical knowledge and customer relationship. I always see that they usually scolding many persons due to burden of work, they treating customers in last months badly, sbbj have many branches and atm across india. their banking network is also very powerful but their net banking is worst, no body can transfer money instantly above 10000 in a day, after beneficiary addition, we can send money, and this process taking 5-6 hours. if anybody wants immediate support manually from branch, he can not take support because their employee making fool by many ways. so I can not suggest this bank to anyone. their mobile app is also poor, we can not use this for all our banking purpose, only we can see balance and transaction summary.",1,-2
"Jan 29, 17 4:09",29/01/17,"State Bank Rewardz is a Loyalty Program launched for State Bank Group Debit Card customers. At State Bank Rewardz . State Bank Rewardz is State Bank Group's Loyalty Program for State Bank Debit Card holders. The program rewards . - And so, we give you special reward points every time you use your SBI Credit Card. . Every time you use your SBI Card to shop, travel and dine or more, you earn rewards points on the amount you spend. You can redeem your reward points for gift vouchers, electrical appliances .

It is the well well bank than others

Thanks",3,0
"Jan 29, 17 7:56",29/01/17,This bank offers very poor service mainly internet banking is very poor service and very slow transactions I face lot of problems ubder this bank after that I close my savings account under this bank this bank network also very poor atm service also very poor always not working most of the time cash unavailable cdm machines also not working properly customer care service is very poor service they take lot of time to solve problems some times my transaction get struck it shows some error I complaint customer care service but they take too much time to solve my problem I definetly not suggest to my friends,1,-2
"Jan 30, 17 3:30",30/01/17,"Now I am reviewing for State Bank Of Patiala, Hello Guys I am from Hathras(Uttar-Pradesg) State Bank of Patiala is near of my house That is why I have a account of this bank I like this bank because State Bank Of Patiala`s customer servoce is good for everyone and I have Phone banking they inform me when any transaction. I have internet banking of this bank its good but its so so. ATM service is not good but almost I can say I am satisfied of this Bank - State Bank Of Patiala.",4,1
"Feb 4, 17 5:14",04/02/17,"I'm an account holder of this bank since two years and I can confidently say this is the best bank when compared to other banks as they provide the best service comparing other banks

Phone Banking- When I approached them for mobile banking as I wanna know my all the details and transaction without coming to the bank and they cleared my problem with in the evening and this made me feel a positive thing about this bank

ATM service- As it is one of the popular bank, so we can find many more ATM's of SBH in a particular area and we can easily deposite or withdraw the money we wanted and their ATM's rarely gets out of service

Internet Banking- This is the major big think for me as they provide online internet banking on my request and this internet banking made my work easier as I can transfer my money to anyone with my mobile or laptop

I registered on 'ONLINE SBH' with my account details and created an id for internet banking and from then I never visited the bank again as I can do any work from internet banking

This internet banking also can be used to shop online and buy products

And talking about customer service, they provide better service to their customer and they never get failed

I appreciate SBH for such an amazing work they are performing",5,2
"Feb 4, 17 9:42",04/02/17,"Hello friends , Toady I am writing review on state bank of patiala so friends have a look on it . it may help you in future.

I have account in state bank of patiala and I am very proud the services which are given by this bank are good

The phone banking service of this bank is awesome it work fastly .

This bank also provides atm services with good services.

This bank also provides internet banking. we can done any transaction in seconds without any problem .

And the customer service given by this bank is also awesome.",3,0
"Feb 4, 17 9:50",04/02/17,"Hello friends , Toady I am writing review on state bank of travancore so friends have a look on it . it may help you in future.

I have account in state bank of travancore and I am very proud the services which are given by this bank are good

The phone banking service of this bank is awesome it work fastly .

This bank also provides atm services with good services.

This bank also provides internet banking. we can done any transaction in seconds without any problem .

And the customer service given by this bank is also awesome and I am satisfied with this bank",4,1
"Feb 7, 17 2:04",07/02/17,First to happy for this bank is my account me and my family. .but this bank facilities is slower and counter is slow response no other counter to cash withdrawal and mony send option to one window .sir please attach 1 counter to cash department but sbh banking any time no atm cash and no other atm tranigication complet and 100 rupes cash only avaliable 2000 rupes ok all of thanks,3,0
"Feb 7, 17 4:42",07/02/17,I have an account in sbbj . It's facility for customer is very poor . The customer waits so long time . Many time it's server failed this cause customer wait in long time for withdraw & deposit cash. Always its passbook pinter not worker . Many time its staff not available for provided faceilate to customer . The customer wait always 2 hours minimum for widhraw & deposit cash . Its take a high charge for sms banking way I not know . Its interest rate is on deposit so minimum .,1,-2
"Feb 12, 17 12:10",12/02/17,"I am an account holder with SBT for last 5 years

and I am satisfied with their services till now but I have some small dissatisfaction at the time of demonetisation. As I deal with thousands every day. I like to have a current account and the manager is not willing to it and at last week they allowed me an account.

now I am happy with my bank.",3,0
"Feb 16, 17 10:41",16/02/17,"Large and wide banking , according poor service, poor server always server lagging problem occur, always pay attention when you take loan, keep eyes on your emi they make mistake in calculation of interest I fought and took 18600 rupees back in 2016 June, and I was fighting since 2011 so guys when you take loan read carefully loan agreement and take everything in written.",1,-2
"Feb 22, 17 9:15",22/02/17,"Hello friends,

I want to share my opinion about this Bank. I am a new customer of this bank, went to open the bank account. The behaviour of the staff is very rude, there customer services are very poor. The no. of ATM'S are sufficient but 50 to 70 percent of this ATM'S are out of service. This bank is very irresponsible bank , which never takes the responsibility of its work. There mobile and internet banking is only and only one good thing. Otherwise this bank is useless.

I recommend to all to not to be a part or customer of this bank.

I hope this review is helpful to you.

Thanks.",2,-1
"Feb 24, 17 8:33",24/02/17,"I have opened one saving account in Chakaraparambu branch last month and I am planning to close the account because of bad customer experience .I will not recommend again and need better training to how to handle the customer.the service was pathetic and not able to help when required.online banking enquirers was not done after couple of reminder. One day I was asking cash slip and not given and the service was worst. I have transferred my money and planning to close the account soon. Regards,

Suresh p",1,-2
"Feb 27, 17 3:55",27/02/17,"Hello friends,

I want to share my personal experience with you about this bank. I am not a new user or customer of this bank. I am using there services from last 8 months. This bank is good in its reach, having international reach. But the behaviour of the staff is very rude they are not ready to answer me for my any querie. There customer services are very poor.

The no. of ATM'S are very less as compare to needs of the consumers. Thanks to there phone and internet banking services which are only one good thing about this bank.

Overall this bank is worst bank in case of customer service.

I hope this review is helpful to you.

Thanks.",2,-1
